chrom	start	end
NW_021705757.1	95597	95613
NW_021705757.1	95630	95652
NW_021705757.1	96010	96026
NW_021705757.1	96653	96669
NW_021705757.1	96934	96950
NW_021705757.1	97151	97169
NW_021705757.1	97434	97450
NW_021705757.1	97539	97555
NW_021705757.1	97734	97750
NW_021705757.1	97956	97972
NW_021705757.1	98340	98360
NW_021705757.1	98446	98462
NW_021705757.1	98551	98567
NW_021705757.1	98655	98675
NW_021705757.1	98809	98825
NW_021705757.1	99142	99160
NW_021705757.1	99588	99604
NW_021705757.1	99863	99879
NW_021705757.1	100052	100074
NW_021705757.1	100713	100733
NW_021705758.1	43	59
NW_021705758.1	180	196
NW_021705758.1	203	219
NW_021705758.1	465	487
NW_021705758.1	1494	1510
NW_021705758.1	2303	2321
NW_021705758.1	2428	2446
NW_021705758.1	2692	2708
NW_021705758.1	2748	2764
NW_021705758.1	2765	2781
NW_021705758.1	3121	3137
NW_021705758.1	3316	3332
NW_021705758.1	3340	3356
NW_021705758.1	3366	3386
NW_021705758.1	3496	3512
NW_021705758.1	3526	3550
NW_021705758.1	4432	4454
NW_021705758.1	6702	6718
NW_021705758.1	7598	7614
NW_021705758.1	7639	7655
NW_021705758.1	8043	8059
NW_021705758.1	8458	8474
NW_021705758.1	9754	9770
NW_021705758.1	13884	13900
NW_021705758.1	14603	14619
NW_021705758.1	14661	14677
NW_021705758.1	16082	16098
NW_021705758.1	16304	16320
NW_021705758.1	17125	17141
NW_021705758.1	17319	17335
NW_021705758.1	17394	17410
NW_021705758.1	18144	18160
NW_021705758.1	18668	18684
NW_021705758.1	19528	19544
NW_021705758.1	19699	19717
NW_021705758.1	19890	19906
NW_021705758.1	19985	20001
NW_021705758.1	21209	21225
NW_021705758.1	21271	21287
NW_021705758.1	23445	23461
NW_021705758.1	24987	25003
NW_021705758.1	26612	26628
NW_021705758.1	27937	27953
NW_021705758.1	28930	28946
NW_021705758.1	29936	29952
NW_021705758.1	30250	30266
NW_021705758.1	30932	30948
NW_021705758.1	32230	32246
NW_021705758.1	32807	32825
NW_021705758.1	33151	33167
NW_021705758.1	34012	34028
NW_021705758.1	37012	37028
NW_021705758.1	37477	37493
NW_021705758.1	39711	39727
NW_021705758.1	41172	41188
NW_021705758.1	42073	42089
NW_021705758.1	42157	42173
NW_021705758.1	42945	42963
NW_021705758.1	43598	43614
NW_021705758.1	45073	45089
NW_021705758.1	45197	45213
NW_021705758.1	46604	46620
NW_021705758.1	47293	47315
NW_021705758.1	47904	47924
NW_021705758.1	48058	48076
NW_021705758.1	49632	49648
NW_021705758.1	50019	50035
NW_021705758.1	50825	50841
NW_021705758.1	50877	50893
NW_021705758.1	52050	52066
NW_021705758.1	53110	53128
NW_021705758.1	58747	58763
NW_021705758.1	59021	59037
NW_021705758.1	59491	59507
NW_021705758.1	61158	61176
NW_021705758.1	61588	61604
NW_021705758.1	61921	61937
NW_021705758.1	62562	62578
NW_021705758.1	62594	62610
NW_021705758.1	67045	67061
NW_021705758.1	68013	68035
NW_021705758.1	69312	69328
NW_021705758.1	69700	69724
NW_021705758.1	71742	71758
NW_021705758.1	71823	71845
NW_021705758.1	72389	72405
NW_021705758.1	73772	73788
NW_021705758.1	74046	74068
NW_021705758.1	74287	74303
NW_021705758.1	76452	76468
NW_021705758.1	77819	77835
NW_021705758.1	77989	78005
NW_021705758.1	78164	78184
NW_021705758.1	78428	78446
NW_021705758.1	78953	78969
NW_021705758.1	79807	79823
NW_021705758.1	79967	79983
NW_021705758.1	80937	80953
NW_021705758.1	82596	82620
NW_021705758.1	82802	82820
NW_021705758.1	83385	83401
NW_021705758.1	84577	84593
NW_021705758.1	84715	84731
NW_021705758.1	85346	85362
NW_021705758.1	86061	86081
NW_021705758.1	86565	86581
NW_021705758.1	90309	90325
NW_021705758.1	90513	90529
NW_021705758.1	90805	90821
NW_021705758.1	91408	91424
NW_021705758.1	91863	91879
NW_021705758.1	94250	94266
NW_021705758.1	94989	95007
NW_021705758.1	95264	95280
NW_021705758.1	96047	96063
NW_021705758.1	96383	96399
NW_021705758.1	97323	97339
NW_021705758.1	97494	97510
NW_021705759.1	261	277
NW_021705759.1	600	616
NW_021705759.1	941	957
NW_021705759.1	2435	2451
NW_021705759.1	2762	2778
NW_021705759.1	2819	2835
NW_021705759.1	3310	3326
NW_021705759.1	4447	4463
NW_021705759.1	4539	4555
NW_021705759.1	4804	4820
NW_021705759.1	5543	5561
NW_021705759.1	5984	6000
NW_021705759.1	6959	6975
NW_021705759.1	8710	8726
NW_021705759.1	8792	8810
NW_021705759.1	9321	9337
NW_021705759.1	9458	9478
NW_021705759.1	9628	9644
NW_021705759.1	10368	10384
NW_021705759.1	10630	10654
NW_021705759.1	12073	12089
NW_021705759.1	12286	12304
NW_021705759.1	12785	12809
NW_021705759.1	14054	14070
NW_021705759.1	14787	14803
NW_021705759.1	18638	18656
NW_021705759.1	19359	19375
NW_021705759.1	20011	20027
NW_021705759.1	20733	20751
NW_021705759.1	21565	21581
NW_021705759.1	22710	22726
NW_021705759.1	23482	23498
NW_021705759.1	23608	23624
NW_021705759.1	23965	23981
NW_021705759.1	25565	25581
NW_021705759.1	25858	25878
NW_021705759.1	27099	27115
NW_021705759.1	27511	27527
NW_021705759.1	28064	28080
NW_021705759.1	28268	28284
NW_021705759.1	28379	28395
NW_021705759.1	28506	28522
NW_021705759.1	28738	28756
NW_021705759.1	29071	29087
NW_021705759.1	29383	29399
NW_021705759.1	29834	29850
NW_021705759.1	30038	30054
NW_021705759.1	30405	30421
NW_021705759.1	31217	31235
NW_021705759.1	31498	31518
NW_021705759.1	31719	31737
NW_021705759.1	31814	31830
NW_021705759.1	33062	33078
NW_021705759.1	33123	33145
NW_021705759.1	33340	33356
NW_021705759.1	33398	33414
NW_021705759.1	33432	33448
NW_021705759.1	33768	33784
NW_021705759.1	34034	34050
NW_021705759.1	36036	36052
NW_021705759.1	36085	36101
NW_021705759.1	36124	36140
NW_021705759.1	37274	37294
NW_021705759.1	37695	37711
NW_021705759.1	38110	38126
NW_021705759.1	40335	40351
NW_021705759.1	41081	41097
NW_021705759.1	41692	41708
NW_021705759.1	42129	42145
NW_021705759.1	42616	42632
NW_021705759.1	45141	45157
NW_021705759.1	46008	46024
NW_021705759.1	46501	46517
NW_021705759.1	46799	46815
NW_021705759.1	47295	47311
NW_021705759.1	48018	48034
NW_021705759.1	48743	48759
NW_021705759.1	49013	49029
NW_021705759.1	49214	49230
NW_021705759.1	49912	49928
NW_021705759.1	49954	49970
NW_021705759.1	50938	50956
NW_021705759.1	53813	53829
NW_021705759.1	53952	53968
NW_021705759.1	53999	54015
NW_021705759.1	54346	54362
NW_021705759.1	56304	56320
NW_021705759.1	56376	56392
NW_021705759.1	56702	56720
NW_021705759.1	56748	56764
NW_021705759.1	57198	57218
NW_021705759.1	59330	59348
NW_021705759.1	59527	59545
NW_021705759.1	59574	59590
NW_021705759.1	59687	59703
NW_021705759.1	59709	59725
NW_021705759.1	60516	60532
NW_021705759.1	60651	60667
NW_021705759.1	60801	60817
NW_021705759.1	60846	60862
NW_021705759.1	61455	61471
NW_021705759.1	62499	62515
NW_021705759.1	63642	63660
NW_021705759.1	64207	64223
NW_021705759.1	66540	66556
NW_021705759.1	68069	68085
NW_021705759.1	68144	68162
NW_021705759.1	68445	68461
NW_021705759.1	68850	68866
NW_021705759.1	70515	70531
NW_021705759.1	70586	70602
NW_021705759.1	72164	72180
NW_021705759.1	73083	73099
NW_021705759.1	73883	73907
NW_021705759.1	74043	74059
NW_021705759.1	75486	75502
NW_021705759.1	78463	78481
NW_021705759.1	78655	78673
NW_021705759.1	79351	79373
NW_021705759.1	79465	79481
NW_021705759.1	79539	79555
NW_021705759.1	79582	79598
NW_021705759.1	79747	79763
NW_021705759.1	79879	79901
NW_021705759.1	80606	80622
NW_021705759.1	80891	80907
NW_021705759.1	81252	81268
NW_021705759.1	81380	81396
NW_021705759.1	81659	81675
NW_021705759.1	83217	83233
NW_021705759.1	83685	83701
NW_021705759.1	84897	84915
NW_021705759.1	84972	84988
NW_021705759.1	85680	85696
NW_021705759.1	87349	87365
NW_021705759.1	87376	87392
NW_021705759.1	87865	87881
NW_021705759.1	88362	88378
NW_021705759.1	88990	89006
NW_021705759.1	90051	90069
NW_021705759.1	90633	90649
NW_021705759.1	90828	90844
NW_021705759.1	91513	91529
NW_021705759.1	92144	92160
NW_021705759.1	92502	92518
NW_021705759.1	92875	92891
NW_021705759.1	93692	93708
NW_021705759.1	94544	94560
NW_021705759.1	96033	96049
NW_021705759.1	96599	96615
NW_021705759.1	97072	97096
NW_021705759.1	97203	97219
NW_021705760.1	397	415
NW_021705760.1	598	620
NW_021705760.1	777	793
NW_021705760.1	1973	1989
NW_021705760.1	2756	2774
NW_021705760.1	2980	2998
NW_021705760.1	3126	3142
NW_021705760.1	4167	4183
NW_021705760.1	4221	4237
NW_021705760.1	4701	4717
NW_021705760.1	5103	5119
NW_021705760.1	5748	5766
NW_021705760.1	6132	6148
NW_021705760.1	8554	8570
NW_021705760.1	8938	8954
NW_021705760.1	10006	10022
NW_021705760.1	10049	10065
NW_021705760.1	10369	10385
NW_021705760.1	11027	11043
NW_021705760.1	12386	12402
NW_021705760.1	12620	12636
NW_021705760.1	13297	13313
NW_021705760.1	15247	15263
NW_021705760.1	15358	15374
NW_021705760.1	15606	15624
NW_021705760.1	17206	17222
NW_021705760.1	17412	17428
NW_021705760.1	18074	18096
NW_021705760.1	18246	18262
NW_021705760.1	20299	20315
NW_021705760.1	20475	20491
NW_021705760.1	20774	20790
NW_021705760.1	21187	21203
NW_021705760.1	21614	21630
NW_021705760.1	22534	22552
NW_021705760.1	22807	22823
NW_021705760.1	24335	24351
NW_021705760.1	24659	24675
NW_021705760.1	25079	25097
NW_021705760.1	25143	25159
NW_021705760.1	25898	25914
NW_021705760.1	26316	26336
NW_021705760.1	26558	26574
NW_021705760.1	27277	27293
NW_021705760.1	28013	28029
NW_021705760.1	28221	28237
NW_021705760.1	28894	28910
NW_021705760.1	28976	28992
NW_021705760.1	31662	31678
NW_021705760.1	34041	34061
NW_021705760.1	34752	34770
NW_021705760.1	35211	35233
NW_021705760.1	36770	36786
NW_021705760.1	36789	36805
NW_021705760.1	37809	37825
NW_021705760.1	39870	39886
NW_021705760.1	40040	40058
NW_021705760.1	40536	40556
NW_021705760.1	40589	40605
NW_021705760.1	41391	41407
NW_021705760.1	41446	41462
NW_021705760.1	41815	41831
NW_021705760.1	42102	42126
NW_021705760.1	42691	42707
NW_021705760.1	43370	43386
NW_021705760.1	43524	43548
NW_021705760.1	43671	43687
NW_021705760.1	43730	43746
NW_021705760.1	46119	46135
NW_021705760.1	48814	48830
NW_021705760.1	51164	51180
NW_021705760.1	52510	52526
NW_021705760.1	53138	53156
NW_021705760.1	54159	54179
NW_021705760.1	54662	54678
NW_021705760.1	56776	56794
NW_021705760.1	57731	57747
NW_021705760.1	59873	59889
NW_021705760.1	59992	60016
NW_021705760.1	61266	61282
NW_021705760.1	62852	62868
NW_021705760.1	62904	62928
NW_021705760.1	62946	62964
NW_021705760.1	63173	63189
NW_021705760.1	64052	64068
NW_021705760.1	65586	65602
NW_021705760.1	66656	66678
NW_021705760.1	68044	68062
NW_021705760.1	69498	69514
NW_021705760.1	69732	69748
NW_021705760.1	71242	71258
NW_021705760.1	71381	71397
NW_021705760.1	71432	71452
NW_021705760.1	71712	71728
NW_021705760.1	73100	73118
NW_021705760.1	73130	73146
NW_021705760.1	73656	73672
NW_021705760.1	74370	74386
NW_021705760.1	77111	77135
NW_021705760.1	77136	77152
NW_021705760.1	78448	78468
NW_021705760.1	80560	80576
NW_021705760.1	80579	80595
NW_021705760.1	81188	81204
NW_021705760.1	81465	81489
NW_021705760.1	83186	83202
NW_021705760.1	85215	85231
NW_021705760.1	85754	85770
NW_021705760.1	86034	86050
NW_021705760.1	86061	86077
NW_021705760.1	86267	86283
NW_021705760.1	86601	86617
NW_021705760.1	86622	86638
NW_021705760.1	88256	88272
NW_021705760.1	89107	89125
NW_021705760.1	90615	90631
NW_021705760.1	91437	91453
NW_021705760.1	91651	91667
NW_021705760.1	92046	92062
NW_021705760.1	92669	92685
NW_021705760.1	93173	93193
NW_021705760.1	93793	93809
NW_021705760.1	94707	94725
NW_021705760.1	94869	94885
NW_021705760.1	95671	95687
NW_021705760.1	96530	96550
NW_021705761.1	250	266
NW_021705761.1	294	310
NW_021705761.1	379	395
NW_021705761.1	774	794
NW_021705761.1	847	863
NW_021705761.1	1076	1094
NW_021705761.1	3423	3439
NW_021705761.1	3661	3677
NW_021705761.1	5779	5799
NW_021705761.1	5888	5904
NW_021705761.1	6740	6756
NW_021705761.1	8333	8349
NW_021705761.1	8981	9005
NW_021705761.1	9006	9028
NW_021705761.1	9083	9099
NW_021705761.1	9131	9155
NW_021705761.1	11504	11520
NW_021705761.1	11823	11845
NW_021705761.1	12455	12471
NW_021705761.1	13881	13897
NW_021705761.1	15406	15422
NW_021705761.1	15491	15507
NW_021705761.1	16273	16289
NW_021705761.1	16396	16412
NW_021705761.1	18840	18860
NW_021705761.1	20067	20083
NW_021705761.1	20588	20604
NW_021705761.1	22687	22703
NW_021705761.1	23041	23065
NW_021705761.1	24621	24643
NW_021705761.1	25235	25251
NW_021705761.1	25640	25656
NW_021705761.1	26179	26197
NW_021705761.1	27579	27595
NW_021705761.1	29324	29342
NW_021705761.1	29505	29527
NW_021705761.1	30969	30987
NW_021705761.1	32128	32152
NW_021705761.1	32663	32679
NW_021705761.1	33188	33204
NW_021705761.1	33378	33394
NW_021705761.1	34498	34514
NW_021705761.1	36562	36580
NW_021705761.1	36738	36754
NW_021705761.1	38831	38847
NW_021705761.1	39072	39088
NW_021705761.1	41054	41070
NW_021705761.1	42848	42866
NW_021705761.1	43167	43183
NW_021705761.1	43285	43301
NW_021705761.1	46027	46043
NW_021705761.1	46177	46199
NW_021705761.1	46346	46362
NW_021705761.1	47396	47412
NW_021705761.1	52997	53013
NW_021705761.1	54216	54232
NW_021705761.1	54345	54363
NW_021705761.1	54534	54550
NW_021705761.1	54636	54652
NW_021705761.1	54766	54782
NW_021705761.1	54883	54899
NW_021705761.1	55444	55462
NW_021705761.1	56086	56102
NW_021705761.1	56348	56364
NW_021705761.1	57978	57994
NW_021705761.1	58391	58409
NW_021705761.1	59965	59981
NW_021705761.1	60047	60071
NW_021705761.1	63090	63106
NW_021705761.1	63117	63135
NW_021705761.1	63588	63604
NW_021705761.1	64153	64169
NW_021705761.1	64788	64804
NW_021705761.1	65009	65025
NW_021705761.1	65289	65307
NW_021705761.1	65734	65756
NW_021705761.1	65857	65877
NW_021705761.1	66105	66121
NW_021705761.1	66410	66426
NW_021705761.1	66466	66482
NW_021705761.1	67083	67101
NW_021705761.1	67972	67992
NW_021705761.1	68053	68069
NW_021705761.1	68140	68158
NW_021705761.1	68961	68977
NW_021705761.1	69150	69166
NW_021705761.1	69317	69333
NW_021705761.1	69571	69587
NW_021705761.1	70121	70141
NW_021705761.1	70766	70782
NW_021705761.1	71036	71052
NW_021705761.1	71281	71297
NW_021705761.1	71351	71367
NW_021705761.1	72863	72879
NW_021705761.1	73462	73478
NW_021705761.1	75155	75171
NW_021705761.1	75337	75353
NW_021705761.1	76791	76807
NW_021705761.1	77398	77414
NW_021705761.1	77491	77507
NW_021705761.1	79526	79542
NW_021705761.1	81233	81249
NW_021705761.1	81491	81507
NW_021705761.1	81973	81989
NW_021705761.1	82018	82034
NW_021705761.1	82149	82165
NW_021705761.1	83754	83770
NW_021705761.1	84619	84635
NW_021705761.1	85406	85422
NW_021705761.1	86396	86412
NW_021705761.1	89198	89214
NW_021705761.1	89596	89612
NW_021705761.1	89943	89959
NW_021705761.1	90056	90072
NW_021705761.1	90239	90255
NW_021705761.1	90992	91008
NW_021705761.1	93583	93599
NW_021705762.1	3781	3799
NW_021705762.1	4249	4265
NW_021705762.1	5625	5641
NW_021705762.1	7187	7203
NW_021705762.1	9372	9388
NW_021705762.1	9460	9476
NW_021705762.1	9551	9567
NW_021705762.1	10091	10109
NW_021705762.1	10110	10126
NW_021705762.1	10421	10437
NW_021705762.1	10445	10465
NW_021705762.1	11787	11803
NW_021705762.1	11838	11854
NW_021705762.1	12822	12838
NW_021705762.1	13725	13741
NW_021705762.1	14027	14043
NW_021705762.1	14193	14209
NW_021705762.1	14516	14532
NW_021705762.1	16177	16193
NW_021705762.1	16845	16861
NW_021705762.1	17873	17889
NW_021705762.1	18270	18286
NW_021705762.1	19878	19894
NW_021705762.1	20464	20480
NW_021705762.1	22018	22034
NW_021705762.1	22421	22437
NW_021705762.1	24248	24264
NW_021705762.1	27287	27303
NW_021705762.1	28444	28460
NW_021705762.1	29440	29456
NW_021705762.1	30064	30080
NW_021705762.1	31226	31242
NW_021705762.1	31631	31653
NW_021705762.1	32432	32448
NW_021705762.1	32506	32522
NW_021705762.1	32573	32589
NW_021705762.1	32795	32815
NW_021705762.1	33489	33505
NW_021705762.1	33721	33737
NW_021705762.1	36999	37015
NW_021705762.1	37245	37261
NW_021705762.1	37625	37643
NW_021705762.1	38653	38669
NW_021705762.1	38730	38754
NW_021705762.1	38904	38926
NW_021705762.1	39285	39301
NW_021705762.1	39603	39621
NW_021705762.1	39653	39673
NW_021705762.1	39735	39751
NW_021705762.1	40236	40258
NW_021705762.1	40959	40975
NW_021705762.1	40998	41020
NW_021705762.1	42900	42920
NW_021705762.1	43283	43305
NW_021705762.1	44133	44149
NW_021705762.1	46763	46779
NW_021705762.1	47120	47136
NW_021705762.1	47263	47283
NW_021705762.1	48387	48403
NW_021705762.1	48694	48712
NW_021705762.1	49896	49912
NW_021705762.1	49953	49969
NW_021705762.1	50035	50051
NW_021705762.1	50074	50090
NW_021705762.1	50310	50326
NW_021705762.1	51228	51248
NW_021705762.1	51370	51386
NW_021705762.1	52560	52576
NW_021705762.1	53228	53248
NW_021705762.1	53597	53613
NW_021705762.1	54462	54478
NW_021705762.1	54604	54620
NW_021705762.1	56475	56493
NW_021705762.1	57559	57575
NW_021705762.1	58180	58200
NW_021705762.1	58306	58322
NW_021705762.1	59949	59965
NW_021705762.1	60064	60080
NW_021705762.1	60467	60485
NW_021705762.1	61363	61379
NW_021705762.1	75550	75566
NW_021705762.1	76867	76883
NW_021705762.1	77572	77588
NW_021705762.1	78461	78477
NW_021705762.1	79147	79163
NW_021705762.1	80459	80475
NW_021705762.1	80479	80495
NW_021705762.1	82099	82115
NW_021705762.1	82931	82947
NW_021705762.1	83248	83272
NW_021705762.1	83397	83413
NW_021705762.1	83986	84002
NW_021705762.1	84437	84453
NW_021705762.1	84720	84736
NW_021705762.1	85004	85020
NW_021705762.1	85308	85324
NW_021705762.1	86985	87001
NW_021705762.1	89114	89130
NW_021705762.1	89571	89587
NW_021705762.1	89930	89946
NW_021705762.1	89987	90003
NW_021705762.1	90666	90682
NW_021705762.1	90723	90739
NW_021705762.1	91200	91216
NW_021705762.1	91578	91596
NW_021705762.1	91699	91715
NW_021705762.1	91976	91992
NW_021705762.1	92107	92123
NW_021705763.1	1152	1176
NW_021705763.1	1330	1352
NW_021705763.1	1473	1489
NW_021705763.1	1576	1594
NW_021705763.1	2727	2743
NW_021705763.1	5507	5523
NW_021705763.1	5714	5730
NW_021705763.1	5922	5938
NW_021705763.1	6657	6673
NW_021705763.1	7190	7208
NW_021705763.1	8031	8047
NW_021705763.1	8153	8169
NW_021705763.1	10611	10627
NW_021705763.1	11416	11432
NW_021705763.1	11565	11585
NW_021705763.1	11604	11620
NW_021705763.1	12259	12283
NW_021705763.1	12763	12779
NW_021705763.1	12980	12998
NW_021705763.1	13147	13163
NW_021705763.1	13602	13622
NW_021705763.1	14581	14597
NW_021705763.1	17065	17083
NW_021705763.1	17374	17390
NW_021705763.1	17480	17496
NW_021705763.1	18616	18632
NW_021705763.1	20080	20096
NW_021705763.1	20439	20455
NW_021705763.1	21934	21954
NW_021705763.1	26859	26875
NW_021705763.1	27830	27846
NW_021705763.1	27999	28015
NW_021705763.1	28100	28116
NW_021705763.1	29528	29548
NW_021705763.1	30068	30084
NW_021705763.1	34349	34365
NW_021705763.1	34402	34418
NW_021705763.1	35087	35103
NW_021705763.1	35155	35171
NW_021705763.1	36486	36504
NW_021705763.1	39318	39336
NW_021705763.1	39764	39780
NW_021705763.1	40416	40432
NW_021705763.1	40507	40523
NW_021705763.1	41056	41076
NW_021705763.1	41413	41429
NW_021705763.1	41474	41490
NW_021705763.1	41850	41866
NW_021705763.1	42053	42069
NW_021705763.1	42648	42664
NW_021705763.1	43490	43508
NW_021705763.1	43546	43562
NW_021705763.1	45276	45292
NW_021705763.1	45497	45513
NW_021705763.1	45691	45711
NW_021705763.1	46864	46886
NW_021705763.1	48541	48557
NW_021705763.1	49953	49975
NW_021705763.1	50173	50189
NW_021705763.1	50547	50563
NW_021705763.1	51114	51130
NW_021705763.1	56086	56102
NW_021705763.1	56169	56185
NW_021705763.1	56395	56411
NW_021705763.1	56718	56734
NW_021705763.1	56984	57000
NW_021705763.1	57229	57245
NW_021705763.1	57393	57409
NW_021705763.1	57896	57916
NW_021705763.1	58840	58856
NW_021705763.1	59815	59831
NW_021705763.1	61532	61548
NW_021705763.1	61601	61619
NW_021705763.1	62106	62122
NW_021705763.1	62152	62170
NW_021705763.1	63492	63508
NW_021705763.1	64988	65004
NW_021705763.1	67042	67058
NW_021705763.1	67534	67550
NW_021705763.1	67712	67728
NW_021705763.1	68455	68471
NW_021705763.1	68517	68533
NW_021705763.1	69018	69034
NW_021705763.1	70823	70839
NW_021705763.1	71666	71682
NW_021705763.1	72560	72576
NW_021705763.1	72974	72994
NW_021705763.1	73315	73335
NW_021705763.1	73347	73363
NW_021705763.1	74682	74698
NW_021705763.1	74716	74736
NW_021705763.1	76231	76247
NW_021705763.1	77534	77552
NW_021705763.1	77976	77996
NW_021705763.1	79100	79116
NW_021705763.1	79807	79823
NW_021705763.1	80025	80041
NW_021705763.1	81977	81997
NW_021705763.1	83377	83393
NW_021705763.1	85498	85514
NW_021705763.1	86814	86836
NW_021705763.1	87677	87693
NW_021705763.1	89887	89903
NW_021705763.1	91545	91561
NW_021705763.1	91787	91803
NW_021705763.1	92674	92690
NW_021705763.1	92712	92732
NW_021705764.1	4795	4811
NW_021705764.1	4833	4853
NW_021705764.1	5112	5128
NW_021705764.1	5947	5963
NW_021705764.1	6028	6044
NW_021705764.1	6753	6769
NW_021705764.1	7523	7543
NW_021705764.1	7547	7569
NW_021705764.1	7612	7628
NW_021705764.1	7926	7942
NW_021705764.1	7969	7985
NW_021705764.1	8083	8099
NW_021705764.1	8306	8322
NW_021705764.1	8783	8799
NW_021705764.1	8847	8863
NW_021705764.1	8992	9008
NW_021705764.1	9292	9308
NW_021705764.1	9567	9583
NW_021705764.1	11381	11397
NW_021705764.1	12008	12024
NW_021705764.1	12162	12178
NW_021705764.1	14323	14345
NW_021705764.1	14861	14877
NW_021705764.1	15024	15042
NW_021705764.1	15493	15509
NW_021705764.1	16306	16322
NW_021705764.1	17732	17748
NW_021705764.1	20882	20902
NW_021705764.1	21185	21201
NW_021705764.1	21596	21612
NW_021705764.1	21932	21948
NW_021705764.1	22158	22176
NW_021705764.1	22476	22492
NW_021705764.1	23330	23352
NW_021705764.1	24174	24190
NW_021705764.1	24450	24466
NW_021705764.1	24616	24632
NW_021705764.1	24772	24788
NW_021705764.1	25027	25045
NW_021705764.1	25331	25351
NW_021705764.1	25427	25443
NW_021705764.1	25852	25868
NW_021705764.1	27586	27602
NW_021705764.1	27831	27853
NW_021705764.1	28788	28804
NW_021705764.1	31144	31160
NW_021705764.1	31999	32015
NW_021705764.1	36962	36978
NW_021705764.1	37164	37180
NW_021705764.1	37195	37213
NW_021705764.1	37338	37354
NW_021705764.1	37420	37444
NW_021705764.1	37474	37498
NW_021705764.1	37527	37543
NW_021705764.1	38138	38154
NW_021705764.1	38463	38487
NW_021705764.1	43004	43020
NW_021705764.1	43837	43853
NW_021705764.1	45787	45803
NW_021705764.1	45933	45951
NW_021705764.1	47799	47815
NW_021705764.1	49007	49023
NW_021705764.1	49071	49087
NW_021705764.1	49320	49342
NW_021705764.1	49822	49838
NW_021705764.1	50154	50170
NW_021705764.1	50330	50346
NW_021705764.1	50813	50829
NW_021705764.1	50871	50887
NW_021705764.1	51503	51519
NW_021705764.1	51563	51579
NW_021705764.1	52201	52219
NW_021705764.1	52694	52710
NW_021705764.1	52884	52900
NW_021705764.1	53818	53834
NW_021705764.1	54369	54385
NW_021705764.1	55043	55061
NW_021705764.1	56170	56186
NW_021705764.1	57643	57665
NW_021705764.1	57779	57795
NW_021705764.1	58051	58067
NW_021705764.1	59722	59742
NW_021705764.1	59749	59765
NW_021705764.1	59839	59855
NW_021705764.1	60539	60555
NW_021705764.1	61865	61881
NW_021705764.1	64282	64298
NW_021705764.1	66603	66619
NW_021705764.1	67449	67467
NW_021705764.1	67617	67633
NW_021705764.1	68233	68249
NW_021705764.1	68296	68312
NW_021705764.1	68467	68487
NW_021705764.1	68619	68635
NW_021705764.1	69627	69645
NW_021705764.1	70175	70191
NW_021705764.1	76269	76293
NW_021705764.1	76553	76573
NW_021705764.1	76657	76673
NW_021705764.1	76787	76803
NW_021705764.1	76810	76834
NW_021705764.1	76904	76920
NW_021705764.1	77081	77097
NW_021705764.1	77454	77470
NW_021705764.1	81232	81248
NW_021705764.1	82677	82701
NW_021705764.1	82810	82826
NW_021705764.1	83038	83054
NW_021705764.1	83210	83228
NW_021705764.1	83348	83364
NW_021705764.1	83721	83741
NW_021705764.1	84984	85000
NW_021705764.1	85294	85310
NW_021705764.1	85368	85384
NW_021705764.1	85658	85674
NW_021705764.1	85718	85734
NW_021705764.1	89962	89978
NW_021705764.1	90278	90294
NW_021705764.1	90421	90437
NW_021705764.1	90488	90504
NW_021705764.1	90853	90869
NW_021705764.1	91019	91035
NW_021705764.1	91122	91138
NW_021705765.1	934	952
NW_021705765.1	968	986
NW_021705765.1	1223	1239
NW_021705765.1	1711	1727
NW_021705765.1	3346	3362
NW_021705765.1	3389	3405
NW_021705765.1	3415	3431
NW_021705765.1	4637	4653
NW_021705765.1	5301	5325
NW_021705765.1	6273	6289
NW_021705765.1	7842	7858
NW_021705765.1	9952	9968
NW_021705765.1	10250	10266
NW_021705765.1	11451	11467
NW_021705765.1	12849	12865
NW_021705765.1	13217	13239
NW_021705765.1	13587	13603
NW_021705765.1	13624	13640
NW_021705765.1	14105	14121
NW_021705765.1	14192	14210
NW_021705765.1	14310	14326
NW_021705765.1	14720	14736
NW_021705765.1	17655	17671
NW_021705765.1	18830	18846
NW_021705765.1	19373	19391
NW_021705765.1	20584	20600
NW_021705765.1	20615	20631
NW_021705765.1	21167	21183
NW_021705765.1	21235	21253
NW_021705765.1	21364	21380
NW_021705765.1	22381	22401
NW_021705765.1	23790	23806
NW_021705765.1	25781	25797
NW_021705765.1	26820	26836
NW_021705765.1	27757	27773
NW_021705765.1	28328	28346
NW_021705765.1	28962	28978
NW_021705765.1	29184	29200
NW_021705765.1	29818	29834
NW_021705765.1	30086	30102
NW_021705765.1	30215	30231
NW_021705765.1	31349	31365
NW_021705765.1	31471	31487
NW_021705765.1	32132	32156
NW_021705765.1	32578	32594
NW_021705765.1	32996	33012
NW_021705765.1	35030	35046
NW_021705765.1	35755	35771
NW_021705765.1	35814	35830
NW_021705765.1	35862	35878
NW_021705765.1	36059	36075
NW_021705765.1	36184	36200
NW_021705765.1	36438	36454
NW_021705765.1	37802	37818
NW_021705765.1	38349	38367
NW_021705765.1	39064	39082
NW_021705765.1	39325	39347
NW_021705765.1	40403	40421
NW_021705765.1	40463	40479
NW_021705765.1	40693	40709
NW_021705765.1	41021	41037
NW_021705765.1	41482	41506
NW_021705765.1	41692	41708
NW_021705765.1	42401	42417
